0,1,2,3,4,5,6,7,8,9,welfare,fairness,score
candidato2,candidato8,candidato3,candidato5,candidato10,candidato9,candidato1,candidato7,candidato6,candidato4,0.1010915031,0.7154594222876698,0.3633633633633634
candidato10,candidato4,candidato7,candidato8,candidato1,candidato6,candidato2,candidato5,candidato3,candidato9,0.09024710670000001,0.7423931830937667,0.19519519519519518
candidato2,candidato7,candidato4,candidato10,candidato6,candidato9,candidato5,candidato3,candidato8,candidato1,0.10282376560000003,0.7037293488178079,0.3883883883883884
candidato2,candidato7,candidato4,candidato5,candidato6,candidato3,candidato10,candidato9,candidato1,candidato8,0.11517738700000002,0.38164924340192236,0.8808808808808809
candidato9,candidato2,candidato6,candidato1,candidato8,candidato5,candidato10,candidato3,candidato7,candidato4,0.0961391233,0.7395351209026588,0.2932932932932933
candidato2,candidato4,candidato6,candidato10,candidato9,candidato5,candidato8,candidato3,candidato7,candidato1,0.10514713369999999,0.6971455411437439,0.4024024024024024
candidato3,candidato7,candidato6,candidato4,candidato5,candidato9,candidato2,candidato10,candidato1,candidato8,0.1100384271,0.46234517435683925,0.7687687687687688
candidato10,candidato2,candidato9,candidato5,candidato7,candidato6,candidato3,candidato4,candidato1,candidato8,0.08404238519999999,0.8637135518633628,0.07807807807807808
candidato1,candidato10,candidato6,candidato3,candidato2,candidato7,candidato9,candidato8,candidato4,candidato5,0.100198153,0.6641500548313692,0.4214214214214214
candidato5,candidato7,candidato3,candidato6,candidato4,candidato10,candidato2,candidato9,candidato8,candidato1,0.10929324660000002,0.5189851411284527,0.7047047047047047
candidato3,candidato4,candidato1,candidato8,candidato6,candidato2,candidato5,candidato7,candidato10,candidato9,0.12214266700000002,0.2284671742328298,0.983983983983984
candidato6,candidato3,candidato8,candidato5,candidato2,candidato9,candidato1,candidato10,candidato7,candidato4,0.104879911,0.5743091510213023,0.6076076076076076
candidato9,candidato2,candidato1,candidato4,candidato3,candidato8,candidato10,candidato5,candidato7,candidato6,0.1029512511,0.6083779282559237,0.5305305305305306
candidato3,candidato5,candidato6,candidato1,candidato4,candidato9,candidato10,candidato2,candidato8,candidato7,0.11542331700000001,0.42751374522482016,0.8478478478478478
candidato1,candidato5,candidato4,candidato2,candidato7,candidato6,candidato3,candidato9,candidato8,candidato10,0.12487002479999998,0.16095056079255182,0.995995995995996
candidato2,candidato4,candidato5,candidato10,candidato8,candidato3,candidato6,candidato9,candidato1,candidato7,0.1115532567,0.5162670245746691,0.7337337337337337
candidato9,candidato2,candidato5,candidato1,candidato4,candidato3,candidato10,candidato8,candidato7,candidato6,0.1046520195,0.5240320939467906,0.6196196196196196
candidato3,candidato6,candidato7,candidato10,candidato1,candidato4,candidato9,candidato2,candidato5,candidato8,0.10461448700000002,0.6022448516238283,0.5695695695695696
candidato8,candidato2,candidato1,candidato5,candidato3,candidato9,candidato6,candidato4,candidato10,candidato7,0.10848077510000001,0.4810873692845996,0.7297297297297297
candidato6,candidato1,candidato3,candidato10,candidato4,candidato5,candidato8,candidato9,candidato2,candidato7,0.1125598578,0.4717632651661915,0.7917917917917918
candidato8,candidato4,candidato10,candidato7,candidato1,candidato9,candidato5,candidato3,candidato2,candidato6,0.08458819640000001,0.9316826338094464,0.06406406406406406
candidato9,candidato4,candidato7,candidato2,candidato6,candidato8,candidato10,candidato1,candidato5,candidato3,0.09109254400000001,0.8452308568949972,0.14414414414414414
candidato9,candidato3,candidato8,candidato10,candidato1,candidato4,candidato2,candidato5,candidato7,candidato6,0.08597520500000001,0.8601393676456521,0.0990990990990991
candidato8,candidato4,candidato7,candidato2,candidato10,candidato1,candidato6,candidato5,candidato9,candidato3,0.09672747890000001,0.7049857568475321,0.33233233233233234
candidato5,candidato4,candidato10,candidato9,candidato6,candidato7,candidato8,candidato3,candidato1,candidato2,0.0921434386,0.8924332235010877,0.1111111111111111
candidato4,candidato7,candidato6,candidato2,candidato10,candidato3,candidato5,candidato8,candidato1,candidato9,0.1080418073,0.49115967634580104,0.7107107107107107
candidato7,candidato1,candidato10,candidato4,candidato9,candidato5,candidato2,candidato8,candidato6,candidato3,0.09373733209999999,0.7714006187966014,0.24124124124124124
candidato9,candidato7,candidato5,candidato6,candidato2,candidato10,candidato1,candidato3,candidato4,candidato8,0.0901102042,0.780588915124229,0.18118118118118118
candidato1,candidato6,candidato7,candidato10,candidato3,candidato2,candidato8,candidato4,candidato5,candidato9,0.10687908560000002,0.5453671285163822,0.6556556556556556
candidato5,candidato1,candidato3,candidato2,candidato8,candidato4,candidato6,candidato7,candidato10,candidato9,0.12328053360000002,0.20307814784474523,0.990990990990991
candidato7,candidato5,candidato1,candidato4,candidato8,candidato9,candidato3,candidato6,candidato2,candidato10,0.1083568951,0.5049975428838545,0.7087087087087087
candidato6,candidato4,candidato7,candidato10,candidato8,candidato2,candidato1,candidato5,candidato9,candidato3,0.1002367521,0.6959006581121733,0.3843843843843844
candidato6,candidato4,candidato10,candidato3,candidato9,candidato2,candidato1,candidato7,candidato5,candidato8,0.0981418267,0.6556404717168063,0.38738738738738737
candidato4,candidato9,candidato6,candidato5,candidato3,candidato2,candidato10,candidato8,candidato7,candidato1,0.10173027150000001,0.6214902157732637,0.4954954954954955
candidato5,candidato3,candidato8,candidato9,candidato7,candidato6,candidato1,candidato4,candidato2,candidato10,0.10153107239999998,0.63032260956497,0.48148148148148145
candidato6,candidato4,candidato10,candidato9,candidato2,candidato1,candidato3,candidato7,candidato8,candidato5,0.09618727960000002,0.7072103864101922,0.3173173173173173
candidato10,candidato9,candidato6,candidato3,candidato2,candidato7,candidato1,candidato4,candidato5,candidato8,0.0807691626,0.8706719698341925,0.04104104104104104
candidato2,candidato3,candidato8,candidato9,candidato1,candidato5,candidato10,candidato6,candidato7,candidato4,0.1050198169,0.6366711337719713,0.5115115115115115
candidato10,candidato9,candidato6,candidato4,candidato2,candidato8,candidato5,candidato1,candidato7,candidato3,0.0779718051,0.9804536877833954,0.022022022022022022
candidato7,candidato3,candidato6,candidato8,candidato4,candidato1,candidato2,candidato9,candidato5,candidato10,0.1091516527,0.4153694403732442,0.7637637637637638
candidato10,candidato9,candidato3,candidato6,candidato5,candidato2,candidato4,candidato7,candidato1,candidato8,0.08416091950000001,0.807994898098908,0.08308308308308308
candidato3,candidato9,candidato4,candidato7,candidato2,candidato1,candidato10,candidato5,candidato8,candidato6,0.10365017960000002,0.5864344608691276,0.5765765765765766
candidato7,candidato10,candidato8,candidato6,candidato4,candidato9,candidato3,candidato1,candidato2,candidato5,0.077339016,1.0456172459375193,0.013013013013013013
candidato9,candidato6,candidato3,candidato8,candidato4,candidato5,candidato2,candidato10,candidato1,candidato7,0.0960487909,0.6623927631326398,0.32732732732732733
candidato8,candidato10,candidato6,candidato4,candidato9,candidato1,candidato3,candidato2,candidato7,candidato5,0.080770039,0.9461981510074599,0.037037037037037035
candidato3,candidato1,candidato7,candidato8,candidato4,candidato9,candidato5,candidato10,candidato2,candidato6,0.10998276770000001,0.5419946253349726,0.6926926926926927
candidato4,candidato2,candidato10,candidato3,candidato5,candidato6,candidato9,candidato1,candidato7,candidato8,0.10616761069999998,0.5377618182077986,0.6506506506506506
candidato4,candidato9,candidato8,candidato1,candidato6,candidato3,candidato10,candidato2,candidato5,candidato7,0.09347573010000002,0.7529621550521798,0.24724724724724725
candidato3,candidato8,candidato2,candidato9,candidato6,candidato7,candidato1,candidato4,candidato5,candidato10,0.1030956633,0.5907925647972452,0.5545545545545546
candidato8,candidato6,candidato3,candidato1,candidato10,candidato7,candidato5,candidato4,candidato9,candidato2,0.09802473240000001,0.7044748507766421,0.34634634634634637
candidato2,candidato9,candidato10,candidato1,candidato6,candidato5,candidato4,candidato7,candidato3,candidato8,0.09090283549999999,0.7388595373340677,0.2072072072072072
candidato1,candidato7,candidato2,candidato3,candidato6,candidato5,candidato10,candidato4,candidato8,candidato9,0.11787820130000001,0.3182892514738017,0.9419419419419419
candidato4,candidato10,candidato9,candidato8,candidato7,candidato1,candidato5,candidato2,candidato6,candidato3,0.08068043310000002,1.0024070400858731,0.026026026026026026
candidato6,candidato7,candidato5,candidato10,candidato1,candidato4,candidato9,candidato3,candidato8,candidato2,0.10078391180000001,0.6844272823748523,0.4014014014014014
candidato6,candidato3,candidato2,candidato1,candidato10,candidato7,candidato4,candidato9,candidato8,candidato5,0.1141343902,0.43918810013347387,0.8298298298298298
candidato3,candidato6,candidato2,candidato9,candidato4,candidato10,candidato1,candidato5,candidato7,candidato8,0.11041617,0.5129117117736801,0.7277277277277278
candidato1,candidato8,candidato7,candidato9,candidato2,candidato10,candidato4,candidato6,candidato5,candidato3,0.09361557110000002,0.8433839802967389,0.16216216216216217
candidato7,candidato3,candidato9,candidato8,candidato1,candidato2,candidato10,candidato4,candidato5,candidato6,0.09347841390000002,0.7881158919202589,0.22122122122122123
candidato6,candidato1,candidato3,candidato2,candidato5,candidato10,candidato4,candidato9,candidato8,candidato7,0.11884009120000001,0.3204990136633985,0.954954954954955
candidato2,candidato10,candidato7,candidato9,candidato6,candidato4,candidato3,candidato1,candidato8,candidato5,0.0898253407,0.8349386464917479,0.14414414414414414
candidato7,candidato3,candidato2,candidato1,candidato9,candidato5,candidato4,candidato8,candidato10,candidato6,0.1127150659,0.4112667986452685,0.8318318318318318
candidato3,candidato5,candidato4,candidato9,candidato7,candidato1,candidato2,candidato6,candidato10,candidato8,0.1156444224,0.37016938362904067,0.8938938938938938
candidato5,candidato8,candidato7,candidato4,candidato1,candidato10,candidato2,candidato9,candidato6,candidato3,0.09887340600000002,0.6778717352086457,0.38538538538538536
candidato7,candidato10,candidato2,candidato4,candidato9,candidato8,candidato6,candidato1,candidato3,candidato5,0.0863024973,0.9332972115754095,0.06806806806806807
candidato9,candidato6,candidato8,candidato10,candidato4,candidato1,candidato7,candidato5,candidato2,candidato3,0.07943788199999999,1.012269870103545,0.023023023023023025
candidato1,candidato8,candidato4,candidato5,candidato7,candidato6,candidato3,candidato9,candidato2,candidato10,0.11124813149999997,0.40357856738625386,0.8168168168168168
candidato7,candidato9,candidato6,candidato2,candidato1,candidato3,candidato4,candidato5,candidato10,candidato8,0.09764367469999999,0.5614230989752675,0.3923923923923924
candidato10,candidato7,candidato6,candidato2,candidato8,candidato5,candidato4,candidato9,candidato3,candidato1,0.0860429472,0.8574013526415147,0.1001001001001001
candidato4,candidato9,candidato6,candidato10,candidato7,candidato3,candidato2,candidato8,candidato1,candidato5,0.09214802400000001,0.8212761909383469,0.17917917917917917
candidato4,candidato10,candidato2,candidato5,candidato8,candidato6,candidato3,candidato1,candidato7,candidato9,0.1010481229,0.5917570718354342,0.4944944944944945
candidato8,candidato7,candidato6,candidato3,candidato2,candidato1,candidato4,candidato10,candidato5,candidato9,0.10115713120000001,0.4955018794810096,0.5125125125125125
candidato8,candidato4,candidato9,candidato7,candidato3,candidato10,candidato6,candidato1,candidato2,candidato5,0.0849872281,0.9534644471384301,0.05305305305305305
candidato3,candidato10,candidato7,candidato5,candidato4,candidato6,candidato9,candidato1,candidato8,candidato2,0.0947631865,0.7506493402874028,0.2652652652652653
candidato4,candidato5,candidato8,candidato7,candidato2,candidato3,candidato1,candidato6,candidato9,candidato10,0.11116361970000001,0.37281407053014226,0.8208208208208209
candidato7,candidato1,candidato5,candidato2,candidato4,candidato8,candidato10,candidato3,candidato6,candidato9,0.1127398034,0.42592356487281224,0.8258258258258259
candidato1,candidato9,candidato2,candidato8,candidato10,candidato6,candidato4,candidato3,candidato5,candidato7,0.09661009069999998,0.7678608318041864,0.2672672672672673
candidato2,candidato5,candidato6,candidato10,candidato8,candidato1,candidato9,candidato3,candidato4,candidato7,0.1060719484,0.6425070424535286,0.5095095095095095
candidato9,candidato10,candidato6,candidato7,candidato1,candidato4,candidato8,candidato2,candidato5,candidato3,0.07679658070000002,1.0161478721385389,0.014014014014014014
candidato9,candidato3,candidato8,candidato7,candidato6,candidato1,candidato10,candidato4,candidato2,candidato5,0.08671681880000001,0.8941098478362985,0.09509509509509509
candidato9,candidato4,candidato5,candidato2,candidato1,candidato3,candidato7,candidato6,candidato8,candidato10,0.1065851351,0.40929205123273305,0.6886886886886887
candidato6,candidato10,candidato3,candidato7,candidato9,candidato8,candidato1,candidato2,candidato4,candidato5,0.08716220109999999,0.9372722710228942,0.07007007007007007
candidato1,candidato5,candidato6,candidato9,candidato7,candidato8,candidato10,candidato4,candidato2,candidato3,0.10505382109999999,0.7203199594651648,0.3663663663663664
candidato10,candidato1,candidato7,candidato5,candidato9,candidato3,candidato2,candidato6,candidato8,candidato4,0.09086337300000003,0.7857330423758709,0.18518518518518517
candidato8,candidato6,candidato3,candidato2,candidato4,candidato10,candidato7,candidato5,candidato1,candidato9,0.10177160810000001,0.5942183989460887,0.5125125125125125
candidato10,candidato8,candidato6,candidato4,candidato3,candidato1,candidato2,candidato7,candidato5,candidato9,0.08782324020000001,0.7094031400660077,0.15315315315315314
candidato3,candidato4,candidato8,candidato5,candidato1,candidato9,candidato7,candidato6,candidato2,candidato10,0.10979274709999999,0.4770372082262929,0.7517517517517518
candidato3,candidato1,candidato4,candidato10,candidato8,candidato9,candidato7,candidato2,candidato6,candidato5,0.10803684530000002,0.6687565185468937,0.45645645645645644
candidato3,candidato6,candidato10,candidato2,candidato7,candidato4,candidato1,candidato9,candidato5,candidato8,0.1027370143,0.5486948123430695,0.5635635635635635
candidato3,candidato6,candidato5,candidato4,candidato8,candidato9,candidato1,candidato2,candidato10,candidato7,0.112151574,0.471046539561199,0.7917917917917918
candidato2,candidato1,candidato7,candidato10,candidato3,candidato4,candidato8,candidato6,candidato9,candidato5,0.11115762380000002,0.5102779409391427,0.7377377377377378
candidato9,candidato7,candidato5,candidato6,candidato2,candidato10,candidato8,candidato1,candidato4,candidato3,0.0872272421,0.9088708119362406,0.09309309309309309
candidato5,candidato8,candidato3,candidato2,candidato9,candidato10,candidato6,candidato1,candidato4,candidato7,0.0992516713,0.732596145417013,0.3383383383383383
candidato6,candidato9,candidato5,candidato10,candidato7,candidato3,candidato2,candidato4,candidato8,candidato1,0.089767099,0.8535377340538968,0.13113113113113112
candidato10,candidato2,candidato4,candidato7,candidato6,candidato1,candidato9,candidato3,candidato5,candidato8,0.09787464850000001,0.6533981301920901,0.38238238238238237
candidato9,candidato5,candidato4,candidato6,candidato3,candidato1,candidato7,candidato8,candidato10,candidato2,0.102667631,0.5433113467228133,0.5625625625625625
candidato7,candidato8,candidato3,candidato2,candidato5,candidato9,candidato10,candidato4,candidato6,candidato1,0.09580756600000002,0.7783110595148697,0.24424424424424424
candidato2,candidato6,candidato9,candidato1,candidato3,candidato10,candidato5,candidato4,candidato8,candidato7,0.10298537880000003,0.601516313840674,0.5395395395395396
candidato4,candidato9,candidato5,candidato7,candidato6,candidato2,candidato1,candidato8,candidato10,candidato3,0.1025075067,0.5743833113401409,0.5495495495495496
candidato8,candidato3,candidato10,candidato1,candidato9,candidato4,candidato7,candidato2,candidato6,candidato5,0.0863520824,0.8969730684884941,0.0920920920920921
candidato6,candidato9,candidato10,candidato8,candidato2,candidato3,candidato4,candidato7,candidato5,candidato1,0.07923036250000001,0.9942344557799995,0.025025025025025027
candidato8,candidato6,candidato7,candidato3,candidato5,candidato1,candidato10,candidato4,candidato2,candidato9,0.09781602780000001,0.6251427591339643,0.3913913913913914
candidato3,candidato7,candidato8,candidato9,candidato10,candidato4,candidato5,candidato6,candidato2,candidato1,0.0897865335,0.9246378414522507,0.08808808808808809
candidato6,candidato1,candidato5,candidato8,candidato2,candidato10,candidato3,candidato9,candidato7,candidato4,0.11065006760000001,0.5254871429869246,0.7107107107107107
candidato8,candidato7,candidato4,candidato9,candidato5,candidato6,candidato3,candidato10,candidato2,candidato1,0.0925131605,0.7867817560442034,0.21021021021021022
candidato7,candidato3,candidato8,candidato2,candidato5,candidato10,candidato9,candidato4,candidato1,candidato6,0.09721394370000001,0.7584635006417904,0.2832832832832833
candidato1,candidato5,candidato10,candidato2,candidato4,candidato7,candidato6,candidato8,candidato9,candidato3,0.10673668850000001,0.5288081698645718,0.6616616616616616
candidato2,candidato7,candidato5,candidato6,candidato3,candidato4,candidato9,candidato1,candidato10,candidato8,0.114780122,0.364385170020508,0.8838838838838838
candidato6,candidato3,candidato9,candidato5,candidato2,candidato10,candidato1,candidato7,candidato4,candidato8,0.100881456,0.6240254929196669,0.4754754754754755
candidato6,candidato10,candidato4,candidato2,candidato3,candidato5,candidato7,candidato8,candidato9,candidato1,0.1004703435,0.59335392753201,0.4794794794794795
candidato7,candidato2,candidato3,candidato4,candidato10,candidato8,candidato5,candidato6,candidato9,candidato1,0.1068852334,0.5933706286242154,0.6066066066066066
candidato6,candidato5,candidato10,candidato9,candidato8,candidato3,candidato7,candidato4,candidato2,candidato1,0.08702252969999999,0.963533096778561,0.04604604604604605
candidato3,candidato8,candidato2,candidato9,candidato5,candidato10,candidato7,candidato6,candidato4,candidato1,0.0980506377,0.7975361452472651,0.22622622622622623
candidato3,candidato9,candidato7,candidato4,candidato10,candidato6,candidato1,candidato8,candidato5,candidato2,0.09272909199999999,0.8074124481748368,0.19119119119119118
candidato5,candidato6,candidato8,candidato10,candidato7,candidato9,candidato3,candidato4,candidato1,candidato2,0.0903259195,0.9374647602023019,0.07307307307307308
candidato5,candidato10,candidato7,candidato6,candidato3,candidato2,candidato4,candidato1,candidato8,candidato9,0.0964434172,0.6090401890501225,0.3563563563563564
candidato6,candidato7,candidato2,candidato9,candidato5,candidato3,candidato4,candidato8,candidato1,candidato10,0.10641040429999998,0.4930091566341582,0.6736736736736737
candidato2,candidato4,candidato1,candidato9,candidato5,candidato8,candidato10,candidato3,candidato7,candidato6,0.11415636150000001,0.5188198692486373,0.7317317317317318
candidato2,candidato8,candidato4,candidato5,candidato10,candidato3,candidato9,candidato1,candidato6,candidato7,0.10380872169999998,0.6362898267949904,0.5065065065065065
candidato2,candidato8,candidato6,candidato3,candidato1,candidato9,candidato10,candidato5,candidato4,candidato7,0.1036763625,0.6285951530130806,0.5175175175175175
candidato10,candidato2,candidato4,candidato6,candidato8,candidato3,candidato5,candidato1,candidato7,candidato9,0.09837589860000001,0.6103372964846986,0.4084084084084084
candidato2,candidato6,candidato5,candidato1,candidato4,candidato10,candidato7,candidato3,candidato9,candidato8,0.1171119347,0.35637609532772435,0.924924924924925
candidato8,candidato1,candidato5,candidato7,candidato9,candidato6,candidato3,candidato10,candidato4,candidato2,0.0998399872,0.6926472798625424,0.38738738738738737
candidato9,candidato7,candidato2,candidato5,candidato1,candidato10,candidato3,candidato4,candidato8,candidato6,0.09350640510000002,0.7290253830601537,0.2702702702702703
candidato6,candidato5,candidato1,candidato10,candidato8,candidato3,candidato7,candidato9,candidato2,candidato4,0.1060836425,0.6298816599009658,0.5335335335335335
candidato9,candidato3,candidato6,candidato2,candidato4,candidato10,candidato5,candidato8,candidato1,candidato7,0.0977611194,0.6648480436143076,0.37037037037037035
candidato1,candidato9,candidato8,candidato4,candidato7,candidato6,candidato5,candidato2,candidato10,candidato3,0.0941892965,0.7414813840683256,0.26926926926926925
candidato9,candidato10,candidato7,candidato5,candidato3,candidato6,candidato1,candidato4,candidato2,candidato8,0.07743294899999999,0.9279580335153204,0.018018018018018018
candidato9,candidato2,candidato3,candidato1,candidato4,candidato5,candidato6,candidato10,candidato7,candidato8,0.1085093565,0.39498338692174556,0.7497497497497497
candidato2,candidato5,candidato4,candidato8,candidato9,candidato7,candidato1,candidato6,candidato10,candidato3,0.1111736171,0.5389226230613453,0.7057057057057057
candidato9,candidato5,candidato6,candidato10,candidato4,candidato1,candidato3,candidato7,candidato8,candidato2,0.09200904070000002,0.7635353688557109,0.2122122122122122
candidato7,candidato6,candidato4,candidato3,candidato1,candidato9,candidato5,candidato2,candidato8,candidato10,0.10988170770000001,0.4176528006554255,0.7787787787787788
candidato9,candidato5,candidato4,candidato8,candidato2,candidato6,candidato10,candidato1,candidato3,candidato7,0.0952442059,0.7443587031337361,0.2752752752752753
candidato3,candidato2,candidato9,candidato5,candidato4,candidato6,candidato8,candidato1,candidato10,candidato7,0.1089333951,0.48524791634896386,0.7327327327327328
candidato3,candidato7,candidato5,candidato6,candidato2,candidato4,candidato8,candidato1,candidato10,candidato9,0.11514385,0.3315454479676534,0.8978978978978979
candidato7,candidato6,candidato10,candidato5,candidato9,candidato1,candidato2,candidato3,candidato8,candidato4,0.08784505840000001,0.8561199223438759,0.12212212212212212
candidato5,candidato1,candidato4,candidato6,candidato3,candidato9,candidato2,candidato8,candidato10,candidato7,0.12085082210000002,0.2872095611633159,0.970970970970971
candidato10,candidato6,candidato5,candidato7,candidato4,candidato8,candidato2,candidato1,candidato3,candidato9,0.09115152239999999,0.7443670764812762,0.20520520520520522
candidato6,candidato4,candidato10,candidato7,candidato9,candidato3,candidato2,candidato1,candidato8,candidato5,0.0931859047,0.799593078687338,0.2042042042042042
candidato10,candidato4,candidato8,candidato3,candidato6,candidato7,candidato9,candidato1,candidato5,candidato2,0.0850411575,0.9241763621530282,0.07107107107107107
candidato8,candidato2,candidato1,candidato7,candidato9,candidato6,candidato5,candidato10,candidato4,candidato3,0.1017563915,0.6613148453152748,0.4444444444444444
candidato6,candidato7,candidato2,candidato9,candidato3,candidato5,candidato8,candidato1,candidato10,candidato4,0.1039094429,0.6145463802227635,0.5415415415415415
candidato5,candidato9,candidato2,candidato3,candidato1,candidato10,candidato8,candidato6,candidato4,candidato7,0.101447674,0.6472332420857054,0.46346346346346345
candidato8,candidato3,candidato4,candidato10,candidato1,candidato7,candidato2,candidato9,candidato6,candidato5,0.10060072950000003,0.6508201285904999,0.44544544544544545
candidato5,candidato3,candidato7,candidato10,candidato4,candidato8,candidato6,candidato2,candidato9,candidato1,0.10382367140000001,0.6645397486805709,0.45045045045045046
candidato7,candidato1,candidato10,candidato6,candidato5,candidato2,candidato3,candidato8,candidato9,candidato4,0.0987821534,0.6239294362855272,0.4194194194194194
candidato1,candidato8,candidato6,candidato9,candidato3,candidato5,candidato4,candidato10,candidato7,candidato2,0.10250611729999999,0.6194872613613627,0.5135135135135135
candidato3,candidato5,candidato4,candidato1,candidato2,candidato7,candidato8,candidato10,candidato6,candidato9,0.12378781530000003,0.20434029766803966,0.98998998998999
candidato6,candidato2,candidato7,candidato5,candidato3,candidato1,candidato10,candidato9,candidato4,candidato8,0.11330296840000001,0.38954655759611834,0.8578578578578578
candidato6,candidato4,candidato2,candidato10,candidato8,candidato1,candidato9,candidato5,candidato3,candidato7,0.10640964730000001,0.6255979952932575,0.5445445445445446
candidato5,candidato10,candidato3,candidato7,candidato8,candidato1,candidato4,candidato6,candidato9,candidato2,0.0962997238,0.7147058307404961,0.3203203203203203
candidato3,candidato4,candidato9,candidato10,candidato2,candidato6,candidato7,candidato8,candidato1,candidato5,0.0993369336,0.7243236534602719,0.34934934934934936
candidato8,candidato10,candidato3,candidato9,candidato4,candidato5,candidato6,candidato1,candidato2,candidato7,0.0818758375,0.9334942180578923,0.04804804804804805
candidato7,candidato8,candidato9,candidato3,candidato2,candidato1,candidato4,candidato6,candidato10,candidato5,0.08885521340000001,0.7513505334488911,0.16816816816816818
candidato2,candidato3,candidato1,candidato10,candidato8,candidato4,candidato6,candidato9,candidato7,candidato5,0.11462179310000001,0.4753228267209165,0.7987987987987988
candidato4,candidato1,candidato6,candidato9,candidato5,candidato10,candidato2,candidato8,candidato7,candidato3,0.110098134,0.5672909029986113,0.6606606606606606
candidato2,candidato7,candidato9,candidato1,candidato8,candidato4,candidato10,candidato5,candidato3,candidato6,0.0964437273,0.7578908226159196,0.2782782782782783
candidato9,candidato5,candidato1,candidato4,candidato10,candidato7,candidato6,candidato8,candidato3,candidato2,0.0957997268,0.7590786897876618,0.2652652652652653
candidato9,candidato7,candidato6,candidato1,candidato4,candidato5,candidato2,candidato10,candidato8,candidato3,0.09493010040000001,0.6423430616935573,0.3103103103103103
candidato6,candidato1,candidato2,candidato4,candidato10,candidato8,candidato9,candidato3,candidato7,candidato5,0.1107685529,0.5770404359985617,0.6506506506506506
candidato4,candidato5,candidato7,candidato1,candidato10,candidato3,candidato8,candidato2,candidato6,candidato9,0.11018327940000001,0.48799847472514435,0.7447447447447447
candidato3,candidato1,candidato6,candidato7,candidato2,candidato4,candidato9,candidato10,candidato5,candidato8,0.11995798320000002,0.3027271029844493,0.964964964964965
candidato4,candidato2,candidato8,candidato10,candidato5,candidato3,candidato9,candidato7,candidato6,candidato1,0.10281481980000003,0.6870946906440194,0.4134134134134134
candidato1,candidato7,candidato3,candidato8,candidato9,candidato6,candidato4,candidato5,candidato2,candidato10,0.10735108979999998,0.5510763262428795,0.6596596596596597
candidato8,candidato3,candidato9,candidato6,candidato10,candidato5,candidato1,candidato7,candidato4,candidato2,0.08543322069999999,0.9272880077631769,0.07207207207207207
candidato9,candidato7,candidato6,candidato10,candidato8,candidato3,candidato2,candidato5,candidato4,candidato1,0.07928557379999998,1.0414939191877837,0.01701701701701702
candidato8,candidato4,candidato10,candidato5,candidato7,candidato6,candidato2,candidato1,candidato9,candidato3,0.0881971455,0.8288907434181656,0.13513513513513514
candidato5,candidato6,candidato9,candidato4,candidato2,candidato3,candidato8,candidato10,candidato1,candidato7,0.1036170034,0.5554237960388839,0.5925925925925926
candidato7,candidato10,candidato9,candidato4,candidato6,candidato5,candidato3,candidato8,candidato2,candidato1,0.0783694375,0.9790100384296198,0.024024024024024024
candidato2,candidato6,candidato7,candidato9,candidato5,candidato10,candidato1,candidato8,candidato4,candidato3,0.101255174,0.7206623677132729,0.35835835835835833
candidato3,candidato9,candidato4,candidato5,candidato1,candidato2,candidato8,candidato7,candidato6,candidato10,0.10869163020000001,0.4214971632535738,0.7497497497497497
candidato9,candidato8,candidato4,candidato5,candidato1,candidato3,candidato7,candidato2,candidato6,candidato10,0.0928661201,0.6492905013705641,0.2602602602602603
candidato8,candidato2,candidato5,candidato7,candidato3,candidato4,candidato1,candidato6,candidato10,candidato9,0.1086757088,0.3945949646397047,0.7537537537537538
candidato5,candidato2,candidato1,candidato9,candidato3,candidato6,candidato8,candidato7,candidato4,candidato10,0.1173661426,0.36294316681560757,0.91991991991992
candidato6,candidato8,candidato7,candidato4,candidato2,candidato1,candidato10,candidato5,candidato9,candidato3,0.09902082470000002,0.6445605905900226,0.41541541541541543
candidato7,candidato8,candidato1,candidato4,candidato5,candidato10,candidato2,candidato9,candidato3,candidato6,0.09924995860000002,0.6573157590978643,0.40540540540540543
candidato3,candidato4,candidato5,candidato7,candidato1,candidato2,candidato9,candidato6,candidato8,candidato10,0.12175690580000001,0.23930015253747483,0.980980980980981
candidato7,candidato3,candidato9,candidato10,candidato5,candidato4,candidato8,candidato6,candidato1,candidato2,0.08923854330000001,0.8960033900995011,0.1061061061061061
candidato4,candidato1,candidato8,candidato6,candidato10,candidato9,candidato2,candidato3,candidato5,candidato7,0.10208575050000002,0.7046748311651225,0.3833833833833834
candidato2,candidato9,candidato4,candidato10,candidato3,candidato6,candidato1,candidato8,candidato5,candidato7,0.09965715459999999,0.6557382592555534,0.42242242242242245
candidato2,candidato6,candidato5,candidato3,candidato9,candidato1,candidato7,candidato10,candidato4,candidato8,0.1156494436,0.37982238767572196,0.8868868868868869
candidato6,candidato5,candidato1,candidato10,candidato4,candidato2,candidato9,candidato7,candidato8,candidato3,0.11035296530000002,0.5244577683361359,0.7097097097097097
candidato1,candidato8,candidato3,candidato10,candidato6,candidato5,candidato2,candidato7,candidato4,candidato9,0.1047820282,0.5579522128211972,0.6146146146146146
candidato8,candidato10,candidato3,candidato2,candidato5,candidato6,candidato1,candidato4,candidato7,candidato9,0.0910339602,0.6812576347314316,0.21621621621621623
candidato1,candidato7,candidato4,candidato6,candidato5,candidato8,candidato3,candidato9,candidato2,candidato10,0.11518557899999998,0.3577939362587576,0.8948948948948949
